  economic viability) as may be prescribed' and such schemes in relation to companies, referred to in sub- clause (ii)  2  or co- operative societies referred to in sub- clause (v)] are approved by the Chief Commissioner or, as the case may be, Director- General in this behalf: Provided further that where exemption has been allowed to an employee under this clause for any assessment year, no exemption thereunder shall be allowed to him in relation to any other assessment year;]   (10D)  3  any sum received under a life insurance policy, including the sum allocated by way of bonus on such policy  4  other than any sum received under sub- section (3) of section 8ODDA];]  (11)  any payment from a provident fund to which the Provident Funds Act,  1925  5 (19 of  1925  ), applies  6  or from any other provident fund set up by the Central Government and notified 7 by it in this behalf in the Official Gazette];  (12)  the accumulated balance due and becoming payable to an employee participating in a recognised provident fund, to the extent provided in rule 8 of Part A of the Fourth Schedule;  (13)  8  any payment from an approved superannuation fund made- (i)  on the death of a beneficiary; or  (ii)  to any employee in lieu of or in commutation of an annuity on his retirement at or after a specified age or on his becoming incapacitated prior to such retirement; or  (iii)  by way of refund of contributions on the death of a beneficiary; or  (iv)  by way of refund of contributions to an employee on his leaving the service in connection with which the fund is established otherwise than by retirement at or after a specified age or on his becoming incapacitated prior to such retirement, to the extent to which such payment does not exceed the contributions made prior to the commencement of this Act and any interest thereon;]   (13A)  9  any special allowance specifically granted to an assessee by his employer to meet expenditure actually incurred on payment of rent (by


  2.  Inserted by the Finance Act,   1994, w. e. f. 1- 4-   1995.



  3.  Inserted by the Finance (No. 2) Act,   1991 w. r. e. f. 1- 4-   1962.



  4.  Being inserted by the Finance Act,   1995, w. e. f. 1- 4-   1996.



  6.  Inserted by the Finance Act,   1968, w. e. f. 1- 4-   1969.



  7.  Public Provident Fund, Scheme,   1968 has been notified under this clause:



  8.  Substituted by the Finance Act,   1965, w. r. e. f. 1- 4-   1962.



  9.  Inserted by the Direct Taxes (Amendment) Act,   1964, w. e. f. 6- 10-   1964.



  whatever name called) in respect of residential accommodation occupied by the assessee, to such extent  1  ] as may be prescribed having regard to the area or place in which such accommodation is situate and other relevant considerations.]  2  Explanation.- For the removal of doubts, it is hereby declared that nothing contained in this clause shall apply in a case where- (a)  the residential accommodation occupied by the assessee is owned by him; or  (b)  the assessee has not actually incurred expenditure on payment of rent (by whatever name called) in respect of the residential accommodation occupied by him;]   (14)  3  (i) For any such special allowance or benefit, not being in the nature of a perquisite within the meaning of clause (2) of section 17, specifically granted to meet expenses wholly, necessarily and exclusively


  1.  The words' (not exceeding four hundred rupees per month)' omitted by the Finance Act,   1986, w. e. f. 1- 4-   1987. Earlier,' four' was substituted for' three' by the Finance Act,   1975, w. e. f. 1- 4-   1975.
